id,language,context,target,max_width
595,English,"At the same time rents in the centers are rising, and families are looking for affordable housing with good connections to schools, workplaces, and local shops. Many people wish for small apartments for singles, larger apartments for families, and accessible housing for older people. Politics supports new buildings",and the renovation of existing stock through funding programs and low-interest loans.,835
982,Italian,"Per questo è importante ascoltare prima di giudicare. Quando i giovani parlano, gli anziani ascoltano. Quando si costruisce pace, si",costruisce anche lavoro e scuola.,325
85,English,"Some small local companies become sponsors of local clubs, which helps finance trips and equipment. Sports federations work on programs for education and health of young people, so sport stays an easy and positive choice for everyone. In short, the sport industry seeks more money, more visibility, and more participation, and everyone",hopes that the Athens Games and upcoming competitions bring lasting benefits for the future.,909
1027,English,"Many wonder how to use AI without harming human work. Schools and businesses are starting to use AI tools to write, translate, and search for information.",Responsible and transparent use is very important.,495
1087,English,"In times of crisis it is useful to have economic support programs and strong local markets. Families can find support through vouchers, subsidies, or food aid. In the future we would like to have a stronger social protection network, with",a balanced diet to improve the health of the population.,541
1343,English,The future could bring great advances in technology and education for everyone. There are also ideas for future missions to the Moon and to other planets in the coming years. Human imagination has no limits and,science moves forward little by little with every journey.,553
271,English,This helps people adapt. There is also news about ethics and digital rights. People want AI to respect privacy and not,to make things up about people.,317
1231,English,"Advertising wants to sell things, but one can think and choose carefully. Family and friends teach values like respect, honesty, and solidarity. In society there",are differences of ideas and of income.,382
606,German,"Die Situation bleibt oft schwierig, auch nach Tagen oder Wochen, und Menschlichkeit sowie Geduld sind gefragt. Für die Betroffenen geht es um das nackte Überleben: sauberes Wasser, sichere Nahrung und Zugang zu medizinischer Versorgung. Gleichzeitig entstehen neue Probleme wie","überfüllte Notunterkünfte, verlorene Dokumente oder Angst vor dem nächsten Unwetter.",863
586,German,"Oft liegen die Ursachen in politischen Streitfragen, manchmal auch in wirtschaftlichen Problemen oder in Fehlern der Diplomatie. Ein Konflikt wird oft durch Missverständnisse verschärft: falsche Informationen, Angst und Verdächtigungen machen die Situation komplizierter. In solchen Momenten ist es wichtig, Grundsätze",wie gesetzliche Regeln und Hilfe für Menschen in Not zu beachten.,660
1182,Spanish,"En muchos países, los clubes dicen que el deporte es una parte de la cultura y de la economía. A los fans les gusta ver los partidos en la televisión o en los estadios. En esta época, los teléfonos móviles",e Internet empiezan a cambiar la forma de ver el deporte.,559
543,English,"The remote control can be a bit complicated, but many devices work with a clear remote. The specialty shops are friendly and show how to use the devices correctly. Still it is",not always easy to make the right decision.,423
1377,English,Patients and doctors talk from the office or at home. People listen to lectures and read online reports to learn. Portable,devices measure heart rate and sleep.,366
409,English,"Today, June 24, 2005, I am writing a short note about the energy market. Markets are changing. In Europe and in Italy the electricity and gas market is",becoming freer. Companies can compete with each other.,561
1338,Spanish,"Las computadoras ayudan a planificar misiones y a analizar los resultados. La energía proviene principalmente de paneles solares, que capturan la luz del Sol. La gente",siempre pregunta: ¿por qué viajamos al espacio?,477
749,English,"But there are also difficulties: many startups need time to find a market, and not every venture succeeds. Some ideas fail due to too high costs, others due to competition or lack of sales experience. Still, many observers remain optimistic",because good ideas can be implemented faster today than before.,635
327,English,"Technology helps to improve safety, navigation, and air traffic control. Controllers work with new systems that help to guide airplanes. Satellites and communications are also studied so people",can talk and see the Earth from space.,374
959,English,"Regulations: in Europe there are new rules about data, privacy, and AI. Companies must consider these rules from the start. The cost of talent",and access to skills remain a challenge.,387
1310,Spanish,"Por eso, la ética dice lo que es bueno para las personas y para la comunidad. Ser honesto, respetar a otros y cuidar la verdad son ideas básicas. También importan la libertad y la",responsabilidad. ¿Qué hacemos cuando hay conflictos entre ideas diferentes?,751
1264,Spanish,La higiene en casa y en la escuela es una norma buena para todos. Otra parte importante es la vacunación. Las,vacunas protegen contra algunas enfermedades graves.,537
75,English,"We recommend regular backups on external disks and in the cloud. Public authorities publish guides and warnings about attacks. In 2014, laws on digital",security become clearer in some countries.,419
1008,Italian,"Se non c'è patrimonio, non conosciamo il passato e non impariamo le lezioni di ieri. Per preservarlo servono cura, risorse e persone che lavorano con pazienza. Le persone possono visitare i luoghi, studiarli",e fare foto. Le scuole insegnano la storia locale.,469
995,English,"Bicycles and pedestrians often have safe lanes and sidewalks. New infrastructures aim to be accessible to everyone, including children, the elderly, and people with disabilities. In many places car sharing and bike",sharing are promoted to save money and space.,465
174,German,"Die Zusammenarbeit zwischen Kliniken, Universitäten und Unternehmen wird wichtiger. 3D-Druck wird genutzt, um Prototypen oder Teile medizinischer Geräte schnell herzustellen. Es gibt auch neue Regeln: mehr Datenschutz, mehr Sicherheit, und der Patient hat mehr Kontrolle",über seine Daten. Insgesamt sehe ich viele positive Entwicklungen.,657
1260,Spanish,"Hoy, 22 de febrero de 2022, escribo sobre salud pública y la prevención de enfermedades. La salud no es solo la medicina en el hospital. También",es la vida diaria de cada persona.,327
1422,Italian,"Per un investitore, la domanda è sempre la stessa: come proteggere il proprio risparmio e farlo crescere nel tempo? Molti preferiscono conti di risparmio sicuri, obbligazioni di stato a breve termine o fondi comuni. Alcuni investitori guardano anche l'andamento del petrolio e del","commercio internazionale, perché questi elementi possono muovere i prezzi delle azioni.",863
690,German,"Hilft es anderen Menschen? Bedeutet Freiheit auch Verantwortung? In Schule, Arbeit und zu",Hause suchen viele Orientierung.,330
476,Italian,La medicina personalizzata usa le informazioni del paziente per scegliere la cura migliore. I ricercatori cercano anche farmaci con meno effetti collaterali. Si lavora per,rendere le terapie più facili da usare.,360
368,Italian,"Anche se la strada è lunga e difficile, i ricercatori non si stancano. In Italia si parla spesso di scienza e di tecnologia. Molti",giovani vogliono diventare astronauti o ingegneri.,490
655,English,"The best known here is MySpace. Young people and also some adults create a profile there, upload music and pictures, and write comments on posts. You can see who",your own friends are and find new contacts.,431
868,French,"On peut aussi aider en donnant des objets au musée. Le respect des lieux publics est important pour tous. Ainsi,",le patrimoine demeure vivant et utile.,370
1280,Spanish,Pero hay problemas. Aún hay errores y la IA puede dar respuestas equivocadas. Hay que verificar la información y no,depender siempre de una máquina.,344
593,English,"This also includes watching the causes of the conflict: economic inequality, political repression or religious tensions. Only when both sides give something can lasting calm arise. In this report I think: it is important to take responsibility and to keep the focus on the suffering","of people, but also on the opportunities to resolve conflicts with words.",693
717,English,"In Germany, companies like Deutsche Telekom and other providers cooperate with research institutions to see which technology works best. At the same time there are many challenges. Costs play a big role,",because expanding infrastructure is expensive and takes time.,603
596,German,"Die Politik unterstützt Neubauten und die Renovierung von Beständen durch Förderprogramme und zinsgünstige Darlehen. Doch es gibt auch Kritik: Zu viel Neubau kann das Stadtbild verändern und zu Lärm, Verkehr und Verschmutzung führen. Man muss darauf achten, dass neue Quartiere soziale Räume","bieten, in denen alle Menschen wohnen können und niemand ausgeschlossen wird.",807
762,French,"Puis les récoltes vont dans les silos ou directement au marché. À la production animale, on voit des vaches, des poules et des cochons qui donnent du lait, des œufs et de la viande. Le lait, le pain et les légumes arrivent ensuite chez les familles par les routes et les trains. Le marché local est","important: les gens achètent des pommes, des carottes, du pain et du lait frais.",757
410,Italian,Le famiglie possono scegliere da quale fornitore comprare l'energia. In molti paesi ci sono offerte diverse.,Le bollette mostrano i costi.,279
310,Spanish,"Hoy es 29.10.1995. Las noticias dicen que las elecciones y los cambios de liderazgo son temas muy importantes ahora. En muchos países las personas van a votar y esperan que el nuevo gobierno mejore la economía, la educación y la salud. Los candidatos recorren ciudades y","pueblos, hablan en plazas y en la radio, y prometen soluciones simples.",695
450,Italian,"Le case e le aziende possono avere pannelli solari o altre tecnologie. Le persone possono fare qualcosa di semplice: usare i mezzi pubblici, camminare a piedi, andare in bicicletta. Spegnere le","luci quando non servono, ridurre i rifiuti, riciclare.",494
523,English,"Since the Arab Spring in 2010 and 2011, it has shown how important it is that people protest peacefully and are heard by governments. In Egypt, Tunisia, and other countries, millions of people demonstrated because they wanted better living conditions and political participation. In Europe and North America, many young people supported","the Occupy movement, which protested against too much inequality between rich and poor.",889
735,English,"Teachers must learn new methods, they must communicate digitally well, give clear tasks and provide regular feedback. Parents play an important role because they often help at home. Schools try to become more flexible: blended learning, learning with both paths—the",in-school and online learning—could play a larger role in the future.,666
834,French,"Nous sommes le 24 août 2022. Dans le monde, les élections et les changements de dirigeants font souvent la une. On voit des scrutins locaux et nationaux dans plusieurs pays. En France,",l'année 2022 a été marquée par des élections importantes.,562
512,Italian,Ma le infrastrutture costano tempo e soldi. È importante risparmiare acqua anche nella vita quotidiana. Bisogna chiudere il rubinetto quando ci si,lava i denti. Usare rubinetti efficienti.,370
1206,Spanish,"Las máquinas de imagen, como la resonancia magnética, son más rápidas y precisas. Los tratamientos son mejores gracias a la tecnología. Por ejemplo, las cirugías",pueden ser con ayuda de robots pequeños.,416
1176,Spanish,"En resumen, la infraestructura de transporte conecta a las personas con el trabajo, la escuela y la familia, y ayuda a que la economía funcione. Este tema merece atención cada año para que todo sea más seguro",y accesible para todos. Las estaciones están limpias y seguras.,607
862,French,"Dans nos villes, des guides racontent l'histoire des bâtiments. Des artisans travaillent encore aujourd'hui dans leurs ateliers. Ils réparent les façades",avec des méthodes simples et respectueuses.,437
527,English,"Reports from Amnesty International, Human Rights Watch, or other organizations often show that rights are violated, especially in crisis countries or authoritarian states. Refugees, women and migrants often face great difficulties and need protection. Women’s rights","mean equal pay, secure jobs, and protection from violence.",574
99,English,"Web services take their place in daily life. For the future, people already talk about 5G, the next generation of mobile networks. In 2001, many say that 5G could",arrive in the 2010s or a little later.,335
686,German,"Für viele Menschen bedeutet humanitäre Hilfe nicht nur materielle Unterstützung, sondern auch Respekt, Hoffnung und eine Perspektive für die Zukunft. Wenn Regierungen, Organisationen, Unternehmen und Einzelpersonen zusammenarbeiten, kann schneller geholfen werden und Gemeinden finden wieder Stabilität. Zudem zeigt die Praxis, dass lokale Initiativen oft den","größten Unterschied machen: Frauen, Kinder und benachteiligte Gruppen bekommen Schutz und Mitbeteiligung.",1097
611,English,"Many children need toys, educational activities, and quiet times. The media often report quickly, but it is important to share verified information so rumors do not hinder aid. In the end I think about how important cooperation is: helpers, local communities, authorities,",and international organizations work together to ease suffering and create stability.,803
1405,English,"May justice reach those who need it, without seeking favors. May everyone have the opportunity to live with dignity. This desire for justice unites people who",are very different and gives us hope.,360
296,Spanish,"Hoy, 20 de julio de 1997, el país vive un momento importante. Las elecciones están cerca y la gente piensa en su voto. En",la televisión hay debates y entrevistas.,378
944,Italian,Molti lavoratori cercano di aggiornarsi con corsi serali o in centri di formazione. Le aziende offrono spesso corsi in azienda per migliorare la produttività. Così più persone possono,trovare un lavoro sicuro nel lungo periodo.,421
314,Spanish,En la televisión y la radio se ven debates donde se preguntan cosas claras: ¿qué plan para el empleo? ¿Cómo van a pagar las escuelas? ¿Qué pasa con la corrupción? El resultado de estas elecciones puede cambiar la dirección de los gobiernos y muchas decisiones,"públicas. Después de votar, los conteos traen noticias y, a veces, sorpresas.",727
556,German,Welche Hilfsgüter kommen zuerst? Wie kommen sie sicher an den Ort der Katastrophe?,Wie bleiben Informationen klar?,323
893,English,"Today, 19.09.2004, I write about the water shortage and the management of resources. In many countries, water is rare or poorly distributed. Cities need water to drink, cook,",and clean. Rural areas also depend on rain.,421
581,English,"For many people politics today also means taking responsibility: people go to vote, discuss respectfully with friends and neighbors, review the performance of the government in recent years, and think about which values to support with the next mandate. Even if the outcome is unclear, one thing is clear: leadership in a democracy arises through the participation of citizens. Whoever is","elected must earn trust, may have to compromise, and implement projects that improve people’s daily lives.",1043
847,English,We await decisions and effects on daily life. The world continues to evolve and elections remain a key moment in democracy. In schools,"and towns, discussions about programs continue.",480
891,English,"We look forward to more advances, but these innovations make life easier for patients and doctors. In laboratories, researchers work on techniques like DNA sequencing and 3D printers to make prosthetic devices and simple medical tools.","In short, health becomes more accessible and more personal.",593
1347,English,"Many designers use cheaper materials and simple colors. The fast fashion chains grow, and they bring new collections every week. Magazines and fashion blogs",publish more news on the Internet.,344
1035,English,"There are signs of progress: small reforms and local programs improve daily life and give hope to children. Good nutrition allows you to grow, study, and work. On this day, food policy must remain simple, close to the people, and aimed at",a future where everyone can have sufficient food and adequate nourishment.,743
939,English,"Factories are closing or reducing heavy jobs. In their place, jobs in services, commerce and tourism are growing. Companies look for people who know how",to use computers and learn new techniques.,428
1026,Italian,"In sintesi, l'IA sta cambiando molti settori. Ma ha limiti: può dire cose errate o mostrare pregiudizi. Per questo è necessario controllare sempre le",risposte e usare l'IA con buon senso.,359
977,English,"Schools show films and discuss human rights. Some politicians speak of peace and justice, others listen little. People do small actions every day: they help a neighbor, write","a letter to the authorities, collect signatures.",429
1106,Italian,"Oggi, 12 maggio 2005, si parla molto di startup e di capitale di rischio. Una startup è una piccola azienda con un'idea nuova. Spesso lavora con poco denaro, ma con molta energia. Il suo obiettivo è",creare un prodotto o un servizio che piaccia agli utenti.,538
1207,English,"Imaging machines, such as magnetic resonance imaging (MRI) machines, are faster and more precise. Treatments are better thanks to technology. For example, surgeries",can be assisted by small robots.,313
533,English,"The advertisements speak of better pictures, clearer sound, and easier operation. The consumer electronics are developing quickly, and I notice it every day. In the shelves there are now portable music players, digital cameras, DVD recorders",and new flat-screen televisions next to the old CRT sets.,549
218,German,"Heute, am 1. November 1990, schreiben wir in Deutschland über die Zukunft der Ernährung und der Politik für gesunde Nahrung. Die Wiedervereinigung bringt neue Aufgaben für die Versorgung der Bevölkerung mit Lebensmitteln. In den neuen Ländern gab es in den ersten Wochen Versorgungsprobleme,",weil die Wirtschaft umgestellt wird und landwirtschaftliche Betriebe modernisiert werden müssen.,956
504,Italian,"Ma in maggio 2008 molte persone attendono sviluppi concreti. Se arrivano, potrebbero cambiare il commercio online, i pagamenti internazionali e la fiducia tra le persone. Il tempo dirà se queste idee diventeranno realtà, e",come influiranno sul mondo della finanza e della tecnologia.,592
1158,Spanish,"En 03.09.2011 ya se ven los beneficios de las redes rápidas. Se piensa en 5G para el futuro. Si todo va bien, en los próximos años habrá más teléfonos, más",internet en la calle y más cosas conectadas.,425
585,English,"Many people ask themselves why wars arise and how they can be ended. Often the causes lie in political disputes, sometimes also in economic problems or in mistakes in diplomacy. A conflict is often worsened by misunderstandings:","false information, fear and mistrust make the situation more complicated.",715
247,English,"At the same time, space probes and robots show us how much more we can discover. On Mars the rovers Spirit and Opportunity have sent many pictures and collected data in recent years. One sees","craters, mountains, and traces of water in the past.",491
709,English,"The debate is often political, because there are interests from companies and workers. Still, the will grows to take responsibility for nature and to promote more sustainable development. Many people hope that politics will take concrete steps today, so",that future generations can also live in a healthy environment.,603
908,French,"11.08.2001 — Aujourd’hui, j’écris sur la réponse aux catastrophes et l’aide humanitaire. Quand une catastrophe arrive, les gens perdent leurs maisons et leur nourriture. Les secours arrivent vite: les pompiers, les médecins et les policiers travaillent ensemble pour sauver des vies. Des organisations comme la Croix-Rouge et","les Nations Unies envoient de la nourriture, de l’eau et des tentes.",640
1128,Italian,"Gli studenti digitano testi, contano numeri e cercano informazioni semplici. In classe parliamo di programmi educativi, di CD-ROM e di lezioni guidate. Il CD-ROM è una novità: contiene immagini, foto e quiz.",È utile perché non bisogna sempre scrivere o stampare.,540
44,French,"Le 6 avril 1998, le monde économique est devant nous. Dans plusieurs pays, la croissance est encore possible, mais elle est plus lente qu’avant. Aux États‑Unis, l’activité économique va bien.",Les entreprises produisent plus et embauchent un peu.,530
981,English,This thought stays with me as I walk through the city. I realize that human rights do not come by themselves. Every person has,a different story and different needs.,358
1356,Spanish,"Mantenerse al día con la moda ahora es más fácil gracias a Internet. Este verano, las visitas a tiendas y las ventas por catálogo crecen poco a poco. En resumen, el sector","vive cambios, pero sigue creando y vendiendo con imaginación.",626
60,French,"Les familles apprennent à vivre ensemble malgré les différences. Nous voulons un avenir où les enfants grandissent sans peur. Ainsi,",chaque geste de solidarité compte.,340
1262,Spanish,"En mi país, las autoridades cuidan la salud de las personas con programas simples y útiles. Uno de los temas más importantes es la higiene. Lavarse las manos con agua y jabón, cubrirse la boca al","toser, y limpiar las superficies ayudan a evitar enfermarse.",569
852,French,"Cet été, les partis ont organisé des réunions et des débats. Les débats peuvent être calmes ou animés. Tout cela montre que la démocratie",peut être vivante et parfois difficile.,355
109,English,"We explain how to wash hands and how to drink clean water. Children play a little, but people are very tired. Volunteers also help to",register people on lists to receive aid.,368
1090,Italian,"Oggi, 06.05.2010, scrivo una breve nota sui trasporti e sulle infrastrutture della città. Nelle città italiane i trasporti stanno migliorando. Le strade hanno nuove corsie per le biciclette e marciapiedi più larghi. Le","ferrovie sono moderne, i treni sono puliti e puntuali.",511
172,German,"Wearables, wie Smartwatches oder Sensorarmbänder, messen Herzfrequenz, Schlaf und Bewegungen. Die gesammelten Daten helfen dem medizinischen Team, den Zustand eines Patienten zu erkennen und rechtzeitig zu handeln. In der Forschung arbeiten Wissenschaftlerinnen und",Wissenschaftler an Impfstoffen und neuen Medikamenten gegen verschiedene Krankheiten.,890
427,English,Companies open shops and show offers near homes. New tools are used to track consumption in real time. This situation,offers opportunities but requires attention.,414
671,English,"Low-cost carriers are growing, traditional airlines improve their service. In Europe, more people are taking short trips within the continent again; cultural cities, coastal towns, and natural parks are",popular destinations. The demand for sustainability is rising.,593
972,Italian,"Le leggi dicono che i diritti devono essere protetti, ma non sempre si realizzano. I media parlano poco, ma i racconti di chi soffre si spargono tra i vicini. Il lavoro dei sindacati e delle",associazioni civiche è molto importante per la giustizia sociale.,617
632,German,"Für die Bürger bedeutet es schnelleres Internet, aber auch Fragen zu Datenschutz und Sicherheit. Viele Menschen sorgen sich um die Strahlung von Antennen oder um die Privatsphäre, wenn mehr Geräte online sind. Die Behörden betonen, dass die Strahlung innerhalb der",Grenzwerte bleibt und dass Datenschutz und Sicherheit im Mittelpunkt stehen.,766
103,English,"The expansion of telephone networks and Internet can also reduce costs and give new opportunities for education, work and daily life. In stores and stations, you can already see wireless services that make shopping and travel more convenient. The road is long, but in 2001 one can believe that technologies are progressing and that, perhaps","before 2010, trials of 5G will take place in a few cities and countries.",674
741,English,"Young people buy new CDs or listen to music in the car and at home. In recent years the Internet has come into households, but it is not yet widespread. Many people use it to search","for news, write emails, or visit small online shops.",493
1208,Spanish,"En el laboratorio, la genética da ideas para curar enfermedades. Muchas personas pueden tomar decisiones de salud con la ayuda de información en internet. Pero es importante cuidar",la privacidad y la seguridad de los datos.,401
938,Italian,"Al loro posto crescono i lavori nei servizi, nel commercio e nel turismo. Le aziende cercano persone che sappiano usare i computer e imparare nuove tecniche. Per questo molte persone frequentano corsi",di formazione dopo il lavoro o nei fine settimana.,485
1019,English,It was released as an open-source project in mid-2022. Anyone can use it on their own computer or in online services. You,"can create, modify, and share images.",370
1287,English,"For those who study, practicing with simple examples helps a lot. You can also use AI to translate long texts. The key",is to use technology with judgment.,353
743,English,"The authorities are working to prosecute criminal networks and to create better laws to protect users. It remains important to stay vigilant, to stay informed, and to work securely, especially when using public Wi-Fi or sharing passwords. Overall, the situation in 2009 is more stable if we act regularly, but the threats","remain serious, and we must learn from mistakes and continually improve our defenses.",854
57,English,"We hope for a fairer world, where everyone can live without fear and with dignity. I think every voice counts.","When people speak, laws can change.",373
715,English,"Cars, houses, factories, or whole streets could be networked so that tasks are completed faster and new services arise. In practice, that means that in the coming period a lot has to be tested and planned. Different countries are conducting pilot projects in which new radio",frequencies are tested and where the stability of the network is measured.,714
786,French,"Le gaz naturel devient plus important, avec plus d'importations et des réseaux qui relient les pays. L'Europe suit aussi le marché du carbone: le système d'échange de permis d'émission aide à limiter les émissions. Le but est",d'améliorer la sécurité d'approvisionnement et de diversifier les sources d'énergie.,794
63,English,"On March 12, 2014, there is a lot of talk about cybersecurity. Threats come mainly from computers and networks. Viruses and malware spread by email, by links on the Internet, or by dangerous attachments.",Hackers look for weak passwords and flaws in sites.,512
472,Italian,Vaccini basati su RNA messaggero si studiano per diverse malattie. Questo lavoro riguarda anche la diagnostica. La diagnostica rapida aiuta i medici,a capire cosa hanno i pazienti.,299
307,English,"Some people say the process is slow, but it is right. Others believe that change should be fast so as not to waste time. Many young people can vote for the",first time and want to see new ideas.,359
721,English,"Despite these hurdles, the prospect of 5G remains exciting. The next generation of mobile communications could enable new applications, for example in industry, transportation, or medicine. Whether 5G will truly reach nationwide coverage by the middle","of the 2010s depends on technology, costs, and political decisions.",647
187,English,"At the same time, companies face challenges such as fluctuations in kerosene prices, complex supply chains, and the need to find qualified personnel. Whoever follows the next years will see that the aviation industry is robust yet constantly needs new solutions to stay safe, affordable, and environmentally friendly. So the look to the future remains—toward even more efficient airplanes, better","service offers at airports, and new ideas how people around the world can stay connected safely.",933
155,English,"By the end of this year one notices that health care will continue to grow in the coming years. Information for patients should become clearer, and doctors try to use more simple explanations and brochures. Overall it is an exciting",time when technology and medicine work together to improve people’s lives.,752
342,Spanish,También se busca reducir el consumo de azúcares y sal. En muchos lugares se exige que los alimentos en las tiendas muestren etiquetas claras sobre nutrientes. Esto,ayuda a las personas a elegir mejor.,351
1013,English,"If we take care of the heritage, future generations will be able to enjoy art, beauty and memory. This simple work requires time, attention and collaboration of many people. Thus young people learn to",respect the past and to build a better future.,425
1418,Italian,"Oggi, 20 febbraio 1990, i mercati finanziari si muovono con cautela ma senza grandi sorprese. A Wall Street la Borsa di New York apre in leggero rialzo: molte azioni salgono poco, soprattutto quelle tecnologiche e quelle delle grandi aziende americane. Altre azioni mostrano piccoli cambiamenti, e gli investitori cercano notizie economiche e i bilanci delle aziende.","In Europa, le Borse di Londra, Parigi e Milano restano stabili con piccole variazioni.",822
198,German,"In Europa fielen die Aktienkurse an vielen Börsen. Der DAX in Frankfurt stand zeitweise deutlich im Minus, und auch andere Indizes wie der CAC in Paris und der FTSE in London verloren etwas an Wert. Die Anleger reagierten nervös: Sie","suchten nach sicheren Anlagen und prüften, welche Firmen stabil bleiben könnten.",803
550,German,"Kleinere Betriebe wie Pensionen, Familienhotels und lokale Guides profitieren von der verstärkten Nachfrage nach authentischen Erlebnissen. Die Arbeitsplätze im Tourismus sind durch die Krise gefährdet, daher brauchen Hotels, Restaurants und Verkehr gute Zukunftsperspektiven und staatliche Unterstützung. Länder diskutieren","Hilfsprogramme und Investitionen in Sicherheit, damit Reisen wieder wachsen können.",851
480,Italian,"Per ora i progressi sono spesso lenti, ma la direzione è chiara. Questa evoluzione richiede regole chiare, cooperazione internazionale e investimenti pubblici. Il futuro della medicina sembra aprire",nuove strade per curare malattie prima incurabili.,484
726,German,"Viele Schülerinnen und Schüler arbeiten jetzt von zu Hause. Sie nutzen Computer, Tablets und Smartphones, um Aufgaben zu bekommen, Aufgaben zu lösen und mit der Lehrkraft zu sprechen. Online-Plattformen wie E-Mail, Lernmanagement-Systeme und Video-Calls gehören zum Alltag. Für manche ist das Lernen zu Hause sinnvoll: Man kann den Stoff in seinem eigenen Tempo wiederholen, man",kann sich die Zeit frei einteilen und man braucht nicht jeden Tag den Schulweg.,777
1156,Spanish,"Pero hay problemas: se necesita más energía, hay que cuidar la privacidad y hacer reglas para usar el espectro de radio. Las ciudades pequeñas también quieren buenas redes para que la gente pueda trabajar y estudiar.","En resumen, la expansión de las telecomunicaciones cambia la vida.",665
242,German,Heute ist der 28. November 2005. Ich schreibe über die Erforschung des Weltraums und über die,"Technologie, die dafür nötig ist.",316
1240,Spanish,"Por eso, en 2010 la ciencia y los gobiernos trabajan con cautela para usar estas ideas de forma responsable. Además, se estudian baterías nuevas y motores más eficientes para que los vehículos sean más silenciosos. Se prueban tecnologías para detectar minas y otros peligros","en el campo, para que el personal trabaje con menos riesgos.",591
1389,English,"Therefore, the companies promise to keep building the network step by step during 2021. At that time, the expansion reaches first the big cities and then the nearby towns. In the future, 5G could change the way we browse the Internet, with",more connected devices and new services that make daily life easier.,669
89,English,"Officials say that this system would be safe if there exists a common and secret register. Each payment would be recorded in this register and it would be hard to modify it. The register would be shared by several computers around the world, so that everyone can verify",the payments. Some say this could avoid fees and delays from banks.,675
603,English,"Today, on January 10, 2020, I think about disaster relief and humanitarian aid. When natural disasters happen, such as storms, floods, or wildfires, quick help is often decisive. Rescue workers work around the clock to save people, evacuate them, and place them in safe shelter. Humanitarian organizations like the Red Cross, Caritas,","or Doctors Without Borders coordinate the provision of water, food, medicines, and warm clothing.",964
462,Italian,"Io penso che l'etica debba includere il rispetto per gli altri, anche quando siamo lontani. Le decisioni quotidiane mostrano chi siamo. La globalizzazione",porta idee nuove ma anche conflitti.,356
14,French,"Des tensions peuvent apparaître à cause des marchés émergents ou des tarifs commerciaux. Malgré cela, la croissance est soutenue par l’informatique en nuage, l’intelligence artificielle et l’Internet des objets. Les ingénieurs travaillent sur des",puces pour les voitures connectées et les systèmes robotiques.,605
1391,English,"Today is November 16, 1990, and I want to write about human rights and social justice. In many countries, people want to live with freedom and dignity. People","organize, talk, and act to change things.",390
1358,Spanish,"Hoy, 27 de febrero de 2015, escribo sobre la industria de los semiconductores. Los semiconductores son chips que están dentro de muchos productos. En esta época, las empresas hacen muchos chips para teléfonos móviles, tabletas, computadoras y coches.",El mercado cambia rápido y hay nuevas ideas cada año.,546
154,German,"Am Ende dieses Jahres merkt man, dass die Gesundheitsversorgung in den nächsten Jahren weiter wachsen wird. Die Informationen für Patienten sollen verständlicher werden, und Ärzte versuchen, mehr einfache Erklärungen und Broschüren zu verwenden. Insgesamt ist es eine spannende Zeit, in der","Technik und Medizin zusammenarbeiten, um das Leben der Menschen zu verbessern.",832
1210,Spanish,"Con estas innovaciones, la gente puede vivir más tiempo y con menos dolor. Los médicos deben aprender a usar estas herramientas, y los hospitales deben invertir en tecnología. En 2010, el",futuro de la salud parece cercano y esperanzador.,482
1172,Spanish,"Un nuevo puente facilita ir al centro, y un túnel ayuda a evitar atascos en días de lluvia. La infraestructura de transporte es clave para la vida diaria: llega la comida, van los trabajadores y vienen los estudiantes. Los gastos para estas","obras son altos, pero pueden ahorrar tiempo y mejorar la seguridad.",658
87,English,"On 19.05.1994, I read in a technical journal a new idea about money and computer networks. They talk about a currency that would exist only on computers and would not go through banks. It is quite fascinating and a bit strange. One imagines that people can pay for","goods or services using this electronic money, without writing checks or spending notes.",859
889,English,"On 19.06.2015, I read information about health innovations. There are many new ideas in hospitals and among doctors. Telemedicine allows talking to a doctor without moving. You can",have a consultation by video or by phone.,411
1269,English,"Sleeping several hours each night also protects health. People can reduce the risk of illness with these actions. In the cities, doctors and nurses",work to detect problems and give advice.,405
1023,English,"It can help in translation and text analysis. But it is not perfect and sometimes makes mistakes. In August 2022, Meta introduced BlenderBot 3, a chatbot that talks with",people and can browse the internet to answer.,448
1419,English,"Today, February 20, 1990, the financial markets move cautiously but without big surprises. On Wall Street the New York Stock Exchange opens with a slight rise: many stocks go up a little, especially technology shares and the big American companies. Other stocks show small changes, and investors seek economic news and the companies' earnings reports.","In Europe, the London, Paris, and Milan stock exchanges remain stable with small variations.",908
732,German,"Datenschutz und Sicherheit werden wichtiger, wenn Kinder online lernen. Außerdem braucht man Motivation und Selbstorganisation. Nicht alle Schülerinnen und Schüler sind",gleich gut auf sich allein gestellt.,327
955,English,Projects that combine technology and usefulness for people have special value. AI is a very strong trend. Many startups use artificial intelligence to automate,"processes, improve health, and offer better services.",509
451,English,"Homes and companies can have solar panels or other technologies. People can do something simple: use public transport, walk, ride a bike. Turn off lights when","they are not needed, reduce waste, recycle.",421
866,French,"Le gouvernement et les associations travaillent pour soutenir les lieux historiques. Mais chacun peut aussi faire un petit geste. Par exemple, on peut ne",pas jeter des papiers près d'un monument.,412
1091,English,"Today, 06.05.2010, I write a short note about transportation and infrastructure in the city. In Italian cities, transport is improving. The roads have new bike lanes and wider sidewalks. The","railways are modern, trains are clean and punctual.",499
59,English,"Schools teach dignity and respect for others. Fair work and sufficient wages are also important. Sometimes there are challenges, but",people stay calm and hardworking.,348
